user_id,role,account_created_at,trust_score,verified_fan
U100498,user,2023-03-01 20:53:23.422656,65.8,0
U100499,user,2025-08-18 17:05:29.692075,61.1,0
U100500,user,2025-03-12 05:40:07.465228,70.1,1
U100501,user,2025-07-24 22:52:03.341085,81.9,0
U100502,user,2025-11-12 21:22:46.009374,72.7,0
U100503,user,2025-12-27 02:10:39.337427,60.2,1
U100504,user,2024-12-07 01:34:52.803138,88.4,0
U100505,user,2025-12-08 02:13:30.096530,93.7,1
U100506,user,2025-11-12 22:30:19.219672,77.4,0
U100507,user,2025-05-17 17:42:43.830574,84.6,1
U100508,user,2025-09-29 15:26:57.863544,88.6,1
U100509,user,2025-08-01 00:33:12.821489,87.0,1
U100510,user,2025-07-28 13:38:34.605344,79.2,0
U100511,user,2025-12-25 23:02:30.469002,79.0,0
U100512,user,2024-06-28 08:43:19.815488,77.8,1
U100513,user,2023-03-24 00:13:18.554495,53.5,0
U100514,user,2025-07-13 20:37:03.928051,80.5,0
U100515,user,2025-09-19 17:38:47.905912,49.7,0
U100516,user,2024-06-12 07:34:03.543982,58.1,1
U100517,user,2025-08-19 23:02:58.764704,89.6,1
U100518,user,2025-05-02 15:18:13.117837,82.6,0
U100519,user,2024-08-01 18:49:56.056809,92.3,1
U100520,user,2025-09-15 07:25:38.726016,65.9,0
U100521,user,2024-09-06 13:23:37.344004,52.7,0
U100522,user,2025-03-21 04:12:21.334520,66.4,0
U100523,user,2025-04-19 09:31:53.831097,71.5,0
U100524,user,2024-10-16 14:29:54.574641,71.2,0
U100525,user,2025-12-28 08:17:33.801569,87.0,1
U100526,user,2025-09-29 16:04:09.691229,64.6,1
U100527,user,2025-11-05 14:42:32.429747,75.3,0
U100528,user,2025-10-10 20:09:50.462806,55.2,0
U100529,user,2025-09-17 10:42:53.940852,76.8,0
U100530,user,2025-10-28 15:20:52.351424,70.0,1
U100531,user,2025-08-04 22:29:11.977836,58.8,1
U100532,user,2025-10-04 18:17:51.279117,66.5,1
U100533,user,2025-08-13 18:20:47.771219,67.2,0
U100534,user,2025-07-22 07:00:34.793385,65.9,0
U100535,user,2025-10-25 05:42:06.230098,96.6,0
U100536,user,2025-05-03 10:45:07.120811,68.5,0
U100537,user,2025-03-13 01:05:50.875632,66.3,0
U100538,user,2024-12-07 13:41:23.121965,38.5,0
U100539,user,2025-11-04 13:58:27.462124,56.6,1
U100540,user,2025-04-27 23:59:37.411016,66.1,0
U100541,user,2025-01-23 00:10:56.648104,59.7,0
U100542,user,2025-12-20 02:01:58.700402,90.7,1
U100543,user,2025-08-11 10:11:26.134965,67.5,0
U100544,user,2025-05-08 07:59:54.159003,89.3,1
U100545,user,2025-10-18 14:14:27.865851,70.9,0
U100546,user,2024-09-28 09:10:53.161965,70.6,1
U100547,user,2025-02-11 04:47:29.498172,68.7,0
U100548,user,2025-11-14 13:29:55.407071,70.1,0
U100549,user,2025-08-04 19:15:34.520945,95.8,1
U100550,user,2023-09-15 18:24:39.343981,35.2,0
U100551,user,2025-06-15 12:39:48.678044,40.0,0
U100552,user,2025-01-10 12:28:18.308090,61.9,0
U100553,user,2024-04-22 12:52:12.284394,70.2,0
U100554,user,2025-08-05 18:35:33.495160,80.4,1
U100555,user,2025-12-07 17:37:51.605315,77.1,0
U100556,user,2025-10-30 23:29:19.633486,64.2,0
U100557,user,2025-07-19 03:54:43.023278,85.3,0
U100558,user,2025-08-07 07:11:25.878083,85.5,1
U100559,user,2025-06-12 04:44:52.174466,72.8,0
U100560,user,2025-02-05 07:53:51.327330,84.4,0
U100561,user,2024-12-16 22:03:13.194288,74.1,1
U100562,user,2025-04-09 10:38:21.091221,61.6,0
U100563,user,2024-01-16 21:51:59.230759,80.5,1
U100564,user,2023-07-12 05:19:43.684727,71.7,0
U100565,user,2025-02-08 17:29:44.528216,70.0,0
U100566,user,2024-09-01 08:04:42.646352,92.1,0
U100567,user,2025-08-25 05:11:38.452389,33.2,1
U100568,user,2025-11-25 22:35:28.828108,48.7,0
U100569,user,2025-06-04 13:57:26.705489,52.2,0
U100570,user,2024-03-24 10:08:32.707504,64.6,0
U100571,user,2025-11-21 23:54:17.128901,66.2,0
U100572,user,2025-09-13 11:35:04.982986,47.4,0
U100573,user,2025-04-26 10:58:06.450099,55.2,0
U100574,user,2025-08-10 10:09:15.964439,57.1,0
U100575,user,2025-12-18 14:30:04.816378,100.0,0
U100576,user,2023-02-27 04:41:04.402384,97.0,0
U100577,user,2025-06-20 17:30:07.911433,63.8,0
U100578,user,2025-10-19 23:12:23.767475,64.5,0
U100579,user,2025-08-29 13:32:26.685730,52.8,0
U100580,user,2025-12-24 15:12:54.244678,41.4,0
U100581,user,2025-06-13 17:30:31.072086,68.2,0
U100582,user,2024-11-15 12:51:29.087602,55.0,0
U100583,user,2025-06-13 05:36:54.830369,68.7,0
U100584,user,2024-12-25 18:16:15.487984,46.0,0
U100585,user,2025-07-16 02:59:32.290271,58.6,1
U100586,user,2025-01-01 19:05:33.301116,72.2,0
U100587,user,2025-07-08 05:57:18.346360,75.5,1
U100588,user,2025-04-20 09:16:49.606610,76.3,0
U100589,user,2024-09-07 08:56:29.280884,50.2,1
U100590,user,2022-12-30 00:03:37.851755,82.8,0
U100591,user,2025-08-19 11:35:44.945958,58.0,0
U100592,user,2023-08-23 16:50:04.089464,79.5,0
U100593,user,2025-12-03 23:43:16.927856,69.8,1
U100594,user,2025-05-18 20:53:03.261541,49.4,0
U100595,user,2025-07-09 08:50:49.381005,65.3,0
U100596,user,2025-05-30 06:40:52.733851,75.5,0
U100597,user,2024-09-26 05:58:00.680545,79.2,1
U100598,user,2025-08-30 12:57:04.071280,67.9,0
U100599,user,2023-02-15 15:23:58.252524,93.0,0
