primary_transaction_id,timestamp,ticket_id,event_id,buyer_id,face_value_price,is_bulk_bot_suspected
PTX101216,2026-04-24 20:24:35.510707,T-514bba396c,E2082,U100011,67.08,0
PTX101217,2025-12-11 12:49:12.467712,T-ee4401e766,E2056,U100096,203.24,0
PTX101218,2026-03-24 09:50:40.063733,T-5007683a1e,E2091,U100519,148.0,0
PTX101219,2026-02-28 13:18:43.546673,T-3d4e680888,E2045,U100007,170.7,0
PTX101220,2026-06-27 12:53:08.429589,T-16f56a2e44,E2063,U100306,13.45,0
PTX101221,2026-03-09 02:26:15.390764,T-5c13673dbe,E2108,U100076,32.39,0
PTX101222,2026-04-09 05:30:32.461986,T-5f4562e408,E2141,U100147,96.8,0
PTX101223,2026-02-07 06:19:13.603088,T-2546882a0a,E2050,U100164,14.34,0
PTX101224,2025-10-26 18:15:47.102973,T-bfafb419d9,E2092,U100008,121.83,0
PTX101225,2025-12-17 16:13:14.752766,T-aacd774d0e,E2078,U100350,223.13,0
PTX101226,2026-06-24 11:47:51.359899,T-af21c301c6,E2099,U100406,392.02,0
PTX101227,2026-03-29 03:18:00.798175,T-df51b81baa,E2097,U100348,19.68,0
PTX101228,2025-10-15 04:25:02.768386,T-8b572aadc8,E2073,U100074,395.8,0
PTX101229,2026-07-07 13:47:54.484528,T-740194ac4a,E2008,U100232,10.99,0
PTX101230,2025-12-19 19:43:11.342900,T-b8d9be9e53,E2089,U100124,230.82,0
PTX101231,2026-01-23 12:14:55.850761,T-728ed854c8,E2014,U100060,289.23,0
PTX101232,2025-12-13 22:27:35.244311,T-d32262ce44,E2140,U100550,172.0,0
PTX101233,2025-11-27 21:09:46.215479,T-c42d839c0d,E2087,U100593,29.29,0
PTX101234,2026-02-13 09:31:29.012106,T-155d61bfb7,E2043,U100313,9.04,0
PTX101235,2026-01-11 17:33:41.894438,T-75e504bc81,E2117,U100575,140.34,0
PTX101236,2026-01-16 14:12:02.750418,T-9cc78de78e,E2062,U100200,319.71,0
PTX101237,2026-03-19 07:23:05.335940,T-d86ba5487f,E2123,U100509,178.82,0
PTX101238,2026-01-18 07:01:58.862008,T-8f8f236b70,E2118,U100483,91.21,0
PTX101239,2025-11-23 11:10:16.144454,T-87c5c991db,E2132,U100507,115.37,0
PTX101240,2026-01-21 20:14:29.026288,T-9df35dca35,E2095,U100306,155.03,0
PTX101241,2026-01-12 15:29:39.398034,T-a54970acf0,E2006,U100083,30.52,0
PTX101242,2026-05-08 00:25:38.476113,T-91792cd5fa,E2097,U100022,19.68,0
PTX101243,2026-02-14 22:26:31.897657,T-24dc315446,E2021,U100532,347.54,0
PTX101244,2026-03-05 11:58:11.225118,T-a5fb4fedb6,E2081,U100134,80.64,0
PTX101245,2025-11-29 04:32:14.491401,T-611408f624,E2120,U100531,203.01,0
PTX101246,2026-06-09 07:58:20.313538,T-c6118fc95f,E2088,U100271,29.93,0
PTX101247,2025-11-12 21:43:18.175320,T-894e1a439b,E2132,U100491,115.37,0
PTX101248,2026-04-12 11:09:05.118414,T-118600a7f0,E2108,U100206,32.39,0
PTX101249,2025-12-27 00:45:11.220732,T-aacd67762c,E2085,U100334,266.86,0
PTX101250,2026-03-26 03:43:10.838504,T-00977d0020,E2072,U100587,8.76,0
PTX101251,2026-04-13 16:26:26.044716,T-d304fdc3ff,E2133,U100297,236.52,0
PTX101252,2026-01-27 19:44:17.884249,T-52f97eb51d,E2087,U100363,29.29,0
PTX101253,2026-01-05 23:18:26.379526,T-b21fb68faa,E2092,U100513,121.83,0
PTX101254,2026-01-17 08:58:27.107892,T-cc334f6118,E2005,U100376,349.59,0
PTX101255,2026-03-27 03:22:13.606200,T-9318d98dce,E2060,U100504,19.83,0
PTX101256,2026-05-24 21:29:58.146616,T-0e70cdffd8,E2126,U100236,192.76,0
PTX101257,2026-03-23 10:01:48.939238,T-064b7a181f,E2010,U100078,295.6,0
PTX101258,2025-12-08 08:02:57.503663,T-e414802fde,E2048,U100021,187.11,0
PTX101259,2026-02-05 22:26:27.591897,T-81ad31a0bd,E2010,U100347,295.6,0
PTX101260,2025-12-23 15:58:51.410757,T-f8c27719f9,E2114,U100512,349.89,0
PTX101261,2026-04-17 23:13:43.595027,T-f28af3aa28,E2091,U100586,148.0,0
PTX101262,2026-03-06 23:37:45.421482,T-34bafa301c,E2032,U100475,36.74,0
PTX101263,2026-03-14 15:24:38.238353,T-2e3e2cc326,E2020,U100217,173.92,1
PTX101264,2025-12-22 10:47:51.889837,T-011c28ff43,E2143,U100057,11.96,0
PTX101265,2026-05-25 08:00:01.072552,T-d1481be9ac,E2013,U100315,39.11,0
PTX101266,2026-04-02 16:55:20.004826,T-d050d8e881,E2027,U100011,196.63,0
PTX101267,2025-12-08 00:06:20.608837,T-dd02c202ca,E2089,U100546,230.82,0
PTX101268,2025-11-02 15:11:09.694383,T-ef307174a3,E2054,U100479,235.15,0
PTX101269,2026-05-10 10:18:28.209181,T-70fbabcde4,E2134,U100146,241.3,0
PTX101270,2025-11-09 11:56:48.633523,T-a2289bc033,E2089,U100546,230.82,0
PTX101271,2025-10-27 13:39:49.340195,T-798fb97115,E2120,U100386,203.01,0
PTX101272,2026-02-22 01:59:10.131803,T-8fd351ac85,E2072,U100492,8.76,0
PTX101273,2026-05-24 05:39:32.667444,T-86eff22294,E2013,U100350,39.11,0
PTX101274,2026-05-25 13:24:44.249917,T-45295d5925,E2008,U100310,10.99,0
PTX101275,2026-05-29 03:50:05.372435,T-ff38d4087b,E2008,U100329,10.99,0
PTX101276,2026-03-13 13:25:26.972012,T-f7811a5192,E2041,U100229,268.89,0
PTX101277,2026-01-11 06:18:23.239574,T-210571d82e,E2043,U100037,9.04,0
PTX101278,2025-11-07 11:40:55.970627,T-afd0c7bbe7,E2014,U100272,289.23,0
PTX101279,2026-03-14 20:28:55.376682,T-ee091679e9,E2036,U100507,209.97,0
PTX101280,2026-01-18 04:34:47.729475,T-a0e429af80,E2011,U100428,238.84,0
PTX101281,2026-01-29 06:55:53.703808,T-7c36a77a2a,E2029,U100333,24.69,0
PTX101282,2026-03-18 11:03:47.511478,T-b48d8b4558,E2017,U100333,17.57,0
PTX101283,2026-01-14 23:18:10.586329,T-0f220032c8,E2047,U100398,131.5,0
PTX101284,2026-03-14 16:09:34.024839,T-a23b31b747,E2003,U100531,352.25,0
PTX101285,2026-05-29 00:48:58.379757,T-b1890197ec,E2013,U100570,39.11,0
PTX101286,2026-02-22 09:19:30.969362,T-a169bf7bb5,E2114,U100101,349.89,0
PTX101287,2025-12-11 18:23:26.843139,T-9c3c6ee076,E2015,U100064,27.54,0
PTX101288,2026-02-14 07:44:17.091735,T-7a00ba1111,E2115,U100380,254.46,0
PTX101289,2026-03-28 07:24:55.362789,T-b3a2089b6f,E2003,U100581,352.25,0
PTX101290,2026-01-06 02:25:31.113394,T-9cf44749a2,E2048,U100294,187.11,0
PTX101291,2026-01-19 08:49:49.185337,T-16c7fd0705,E2055,U100335,177.24,0
PTX101292,2026-01-28 12:03:36.271067,T-3bd423db9c,E2108,U100372,32.39,0
PTX101293,2026-01-15 21:46:49.040347,T-f4fab85fe1,E2087,U100371,29.29,0
PTX101294,2026-04-09 08:59:07.000410,T-ad7e68cd1e,E2040,U100241,32.45,0
PTX101295,2025-09-23 01:25:33.318138,T-504ba8a9af,E2035,U100382,142.11,0
PTX101296,2025-12-30 05:45:01.331392,T-5e77aa92ea,E2108,U100421,32.39,0
PTX101297,2026-02-14 01:13:00.011622,T-98b5038345,E2021,U100204,347.54,0
PTX101298,2025-12-26 15:39:31.015364,T-4cf92f89ba,E2090,U100133,390.19,0
PTX101299,2025-11-19 04:37:07.939156,T-630fbb41ef,E2058,U100572,30.07,0
PTX101300,2025-12-01 19:49:14.539293,T-41e84fabab,E2086,U100425,90.84,0
PTX101301,2026-05-17 20:50:24.433501,T-5cd3b4ae13,E2003,U100202,352.25,0
PTX101302,2026-01-15 19:08:14.580604,T-b794fbe752,E2089,U100129,230.82,0
PTX101303,2026-03-30 17:09:07.658849,T-cf98b23567,E2124,U100543,33.35,0
PTX101304,2026-03-09 06:19:36.593781,T-4739c99784,E2069,U100317,211.28,0
PTX101305,2026-02-19 15:54:21.221304,T-ae3ea29df7,E2104,U100027,128.06,0
PTX101306,2025-11-04 03:52:19.508439,T-8c3c6c0fc5,E2078,U100408,223.13,0
PTX101307,2026-03-28 08:50:09.825746,T-ad4d103142,E2018,U100210,316.28,0
PTX101308,2026-04-01 22:31:28.672015,T-d0827f7ccf,E2141,U100016,96.8,0
PTX101309,2026-05-22 17:13:28.652779,T-4c8035add8,E2145,U100066,154.98,0
PTX101310,2026-01-04 07:16:04.367630,T-3b4a5d9dff,E2072,U100239,8.76,0
PTX101311,2026-04-15 15:32:34.218276,T-77dfd24dcf,E2109,U100574,180.77,0
PTX101312,2026-04-29 05:33:14.551877,T-7bce4dde19,E2119,U100365,16.24,0
PTX101313,2026-06-05 07:17:19.202663,T-c3ae55ec43,E2071,U100193,10.85,0
PTX101314,2026-06-08 20:28:45.286935,T-e4f90736de,E2033,U100093,76.11,0
PTX101315,2025-12-05 22:12:30.962833,T-c0e0d21cb7,E2087,U100009,29.29,0
PTX101316,2025-11-20 10:32:51.186758,T-fc75ec46a8,E2061,U100216,108.5,0
PTX101317,2026-03-12 21:46:48.565720,T-5b4add9b0a,E2125,U100190,138.51,0
PTX101318,2026-01-22 11:39:30.921150,T-67ffa265d8,E2040,U100447,32.45,0
PTX101319,2026-04-03 18:47:20.112570,T-f88f373cc2,E2099,U100222,392.02,0
PTX101320,2025-10-27 20:16:21.432918,T-7879dd72e4,E2085,U100400,266.86,0
PTX101321,2026-01-22 08:43:55.272489,T-847d9e6530,E2121,U100531,11.97,0
PTX101322,2026-05-08 18:42:54.941081,T-1d9b1fab80,E2013,U100168,39.11,0
PTX101323,2026-04-04 01:09:40.891233,T-95f445b7e5,E2024,U100474,48.89,0
PTX101324,2026-04-18 08:21:20.773102,T-e9e0cd96df,E2082,U100200,67.08,0
PTX101325,2026-01-18 16:08:02.615602,T-346351fdbc,E2077,U100547,170.13,0
PTX101326,2026-02-21 01:17:15.431999,T-545143cf02,E2105,U100145,64.45,0
PTX101327,2026-02-11 01:26:46.366498,T-32b38eda0f,E2040,U100418,32.45,0
PTX101328,2026-03-25 10:00:30.227030,T-b0706482cc,E2002,U100543,133.18,0
PTX101329,2026-01-08 11:10:52.630810,T-674db261ab,E2131,U100163,55.27,0
PTX101330,2026-04-04 20:05:18.863137,T-cfc9a63d1e,E2076,U100329,25.54,0
PTX101331,2025-12-12 20:13:34.433650,T-de7e575256,E2115,U100464,254.46,0
PTX101332,2026-02-28 09:39:24.198272,T-394228f9fc,E2146,U100429,125.6,0
PTX101333,2025-12-20 02:42:00.922471,T-72f213ad82,E2106,U100580,286.96,0
PTX101334,2026-01-23 15:19:16.557065,T-4c4a3e1b76,E2064,U100430,186.6,0
PTX101335,2026-04-16 19:07:21.500134,T-8eacc144cd,E2145,U100330,154.98,0
PTX101336,2026-03-09 08:10:51.349501,T-084d43c3c2,E2043,U100214,9.04,0
PTX101337,2025-12-29 18:38:47.492388,T-aaf3c968d7,E2065,U100238,275.0,0
PTX101338,2026-04-25 04:47:47.726729,T-7f8d795ccb,E2034,U100323,108.96,0
PTX101339,2025-12-02 20:57:25.463532,T-e03f8a3746,E2121,U100340,11.97,0
PTX101340,2026-01-24 21:41:40.735165,T-cfd4970e3c,E2105,U100150,64.45,0
PTX101341,2026-01-10 23:55:53.313994,T-0c7110e375,E2123,U100017,178.82,0
PTX101342,2026-01-17 12:34:07.250732,T-c573644534,E2113,U100471,26.95,0
PTX101343,2026-01-31 20:06:25.866632,T-be3473150d,E2006,U100579,30.52,0
PTX101344,2026-03-05 11:17:25.526474,T-d31fa08be9,E2149,U100190,175.26,0
PTX101345,2026-02-02 23:15:07.199106,T-383f99e63a,E2120,U100033,203.01,0
PTX101346,2025-12-08 14:09:32.546672,T-cb818f292f,E2139,U100077,149.96,0
PTX101347,2025-11-10 12:25:10.324304,T-2fdfd52e01,E2037,U100311,200.88,0
PTX101348,2026-01-05 21:40:07.513594,T-9bd8661a05,E2130,U100441,17.52,0
PTX101349,2025-11-28 00:06:37.982325,T-7c1386a28f,E2077,U100445,170.13,0
PTX101350,2025-12-23 12:56:33.003739,T-0d23b64a5a,E2077,U100359,170.13,0
PTX101351,2026-01-05 08:52:49.654375,T-9d7cdebf03,E2112,U100273,10.3,0
PTX101352,2026-03-24 22:28:34.092033,T-22f640deb6,E2038,U100001,110.29,0
PTX101353,2026-04-30 03:13:22.939823,T-1309ebc500,E2137,U100585,64.8,0
PTX101354,2025-12-17 19:23:52.225260,T-6d6bed243e,E2112,U100146,10.3,0
PTX101355,2026-01-07 11:01:54.702021,T-af27bc0029,E2078,U100017,223.13,0
PTX101356,2026-02-18 05:41:20.895249,T-5f1583f2af,E2076,U100592,25.54,0
PTX101357,2026-03-08 06:12:41.129201,T-b759e8be38,E2138,U100290,11.43,0
PTX101358,2026-03-29 19:33:28.769206,T-3b0aba26fd,E2040,U100360,32.45,0
PTX101359,2026-04-18 22:15:18.337000,T-8b66ad4f74,E2147,U100539,36.81,0
PTX101360,2026-04-13 22:46:16.005242,T-a7dc81ad89,E2040,U100126,32.45,0
PTX101361,2026-06-26 21:05:12.900418,T-a136f4ecd1,E2075,U100375,272.63,0
PTX101362,2026-02-24 05:22:53.586439,T-eefcf417e7,E2039,U100532,272.37,0
PTX101363,2026-05-21 07:40:12.926675,T-a3515acd4d,E2002,U100119,133.18,0
PTX101364,2025-10-09 13:24:39.093570,T-cdac43c13b,E2014,U100577,289.23,0
PTX101365,2025-11-28 21:50:43.092365,T-59955c2cf7,E2049,U100196,14.69,0
PTX101366,2026-05-19 00:42:39.184403,T-f5a59b9448,E2146,U100587,125.6,0
PTX101367,2026-04-19 02:24:49.877870,T-e48fe9d6f0,E2148,U100258,31.22,0
PTX101368,2026-02-25 22:38:39.961794,T-b98d402df6,E2047,U100514,131.5,0
PTX101369,2026-03-24 15:45:52.836295,T-20995ffc46,E2046,U100244,79.47,1
PTX101370,2026-05-05 12:16:18.684231,T-6a341662a7,E2010,U100164,295.6,0
PTX101371,2026-01-28 16:06:49.898037,T-29622b587f,E2018,U100486,316.28,0
PTX101372,2026-04-14 14:24:31.361716,T-77d114e3d5,E2052,U100256,261.8,0
PTX101373,2026-03-10 09:11:01.545511,T-5d208112fb,E2117,U100131,140.34,0
PTX101374,2025-12-20 09:24:18.615715,T-ab0ab08dfe,E2037,U100478,200.88,0
PTX101375,2026-06-11 23:30:18.290167,T-734f416c9b,E2067,U100596,31.16,0
PTX101376,2026-01-01 14:37:57.653663,T-96aeec8a0c,E2113,U100485,26.95,0
PTX101377,2025-10-22 22:07:10.973527,T-f6ea1c2c17,E2132,U100125,115.37,0
PTX101378,2026-04-05 23:50:09.159944,T-4f5815a6bb,E2025,U100447,384.01,0
PTX101379,2026-04-18 06:05:00.018632,T-f31b55d73c,E2146,U100197,125.6,0
PTX101380,2026-04-05 21:32:21.570353,T-0fa2b8d940,E2080,U100502,24.02,0
PTX101381,2026-03-01 05:57:48.644432,T-c7110e32bb,E2005,U100158,349.59,0
PTX101382,2026-03-27 04:57:13.871894,T-fe2f3f5c95,E2011,U100141,238.84,0
PTX101383,2025-12-26 21:02:30.043654,T-a1a9d73cf9,E2121,U100154,11.97,0
PTX101384,2026-07-07 15:48:40.950836,T-17009b6bf2,E2119,U100163,16.24,0
PTX101385,2026-03-09 21:08:26.087884,T-15856d1c09,E2147,U100341,36.81,0
PTX101386,2025-10-30 16:59:23.014642,T-dfbf173d4e,E2139,U100574,149.96,0
PTX101387,2026-01-21 12:38:44.128540,T-6e11026a31,E2009,U100319,36.42,0
PTX101388,2025-11-25 10:24:07.244335,T-fd270a49dd,E2087,U100230,29.29,0
PTX101389,2026-05-05 07:43:53.828762,T-b4a3ec74f2,E2044,U100391,96.95,1
PTX101390,2025-12-16 21:43:51.771056,T-70f46f03b5,E2043,U100573,9.04,0
PTX101391,2026-05-07 14:48:09.129360,T-31c8eca879,E2146,U100598,125.6,0
PTX101392,2026-06-02 18:04:52.749708,T-822877f8bd,E2126,U100510,192.76,0
PTX101393,2026-03-05 21:38:50.723185,T-8314cbc252,E2064,U100399,186.6,0
PTX101394,2026-03-26 02:28:56.187836,T-491534c12d,E2003,U100186,352.25,0
PTX101395,2025-10-14 02:55:22.723561,T-25d5784c7b,E2073,U100140,395.8,0
PTX101396,2025-11-21 12:09:58.272819,T-ab794db2f1,E2090,U100253,390.19,0
PTX101397,2026-02-28 03:41:03.929665,T-ddae7f175a,E2060,U100057,19.83,0
PTX101398,2026-01-26 03:29:51.144031,T-2ca1746ddf,E2022,U100204,64.25,0
PTX101399,2026-02-06 11:47:43.207054,T-dd40eed405,E2046,U100360,79.47,0
PTX101400,2026-03-15 19:44:14.925066,T-c63ea2d8f7,E2004,U100599,236.73,0
PTX101401,2026-01-14 18:06:24.702142,T-82a06af8e8,E2021,U100446,347.54,0
PTX101402,2026-06-06 01:02:43.548013,T-68dbb288b3,E2067,U100116,31.16,0
PTX101403,2026-04-30 21:54:19.781960,T-ef80322d34,E2052,U100270,261.8,0
PTX101404,2026-04-25 23:12:36.342655,T-92f58a7654,E2003,U100559,352.25,0
PTX101405,2025-11-27 14:05:11.988715,T-ec4b8f61ab,E2098,U100118,12.8,0
PTX101406,2026-04-03 03:41:10.386984,T-637ba5f5e8,E2026,U100302,247.8,0
PTX101407,2026-03-05 20:27:20.545204,T-b67b5a9de8,E2028,U100390,262.78,1
PTX101408,2025-10-23 04:10:17.605915,T-4eefb86824,E2054,U100070,235.15,0
PTX101409,2026-05-16 12:35:29.710784,T-25ab6cd1d2,E2088,U100195,29.93,0
PTX101410,2026-04-30 16:24:25.983122,T-f7b9d4f141,E2057,U100414,21.71,0
PTX101411,2026-03-27 05:24:14.576622,T-880d6165a8,E2005,U100242,349.59,0
PTX101412,2026-03-07 06:17:25.261100,T-20f729e7b8,E2045,U100098,170.7,0
PTX101413,2026-04-07 23:31:56.568013,T-e2ba90d189,E2071,U100163,10.85,0
PTX101414,2025-11-23 21:45:15.606486,T-99a5626e61,E2058,U100477,30.07,0
PTX101415,2026-03-17 16:05:01.786802,T-c962ec752e,E2060,U100530,19.83,0
PTX101416,2026-06-07 14:36:06.037120,T-8a27566952,E2013,U100225,39.11,1
PTX101417,2026-04-25 05:43:13.519794,T-a63664a6e4,E2080,U100589,24.02,0
PTX101418,2026-04-14 21:36:08.191324,T-c0596bb453,E2091,U100326,148.0,0
PTX101419,2026-02-08 20:00:17.263244,T-b8000d8773,E2053,U100374,67.42,0
PTX101420,2026-02-28 10:16:48.524051,T-8db0ccd40e,E2141,U100395,96.8,0
PTX101421,2025-12-01 06:17:31.122649,T-05bea6e754,E2130,U100041,17.52,0
PTX101422,2025-12-15 23:14:21.099204,T-7a5772458b,E2139,U100165,149.96,0
PTX101423,2026-05-02 07:55:51.513662,T-71ce5e024b,E2066,U100119,17.22,0
PTX101424,2026-06-02 07:49:07.845967,T-ee5c61d917,E2076,U100395,25.54,0
PTX101425,2025-12-26 06:00:26.660460,T-e93884914a,E2035,U100192,142.11,0
PTX101426,2025-12-07 17:38:25.865862,T-1c71ad4fca,E2143,U100182,11.96,0
PTX101427,2026-02-22 03:15:36.457082,T-10c9ec1c33,E2096,U100224,350.86,0
PTX101428,2025-10-20 16:04:56.744334,T-8f55a3ebb4,E2143,U100219,11.96,0
PTX101429,2025-12-30 22:40:59.529107,T-bfb24a7d18,E2056,U100508,203.24,0
PTX101430,2026-01-12 20:42:38.879487,T-5aa8c9ded7,E2069,U100422,211.28,0
PTX101431,2026-02-02 11:40:40.651951,T-58de3e4275,E2105,U100592,64.45,0
PTX101432,2025-12-16 12:44:40.043427,T-ccf06bca18,E2127,U100472,291.21,0
PTX101433,2026-03-05 06:34:48.467543,T-5bc54c3369,E2076,U100308,25.54,0
PTX101434,2026-06-23 16:24:28.619744,T-c60490ac1b,E2100,U100323,123.4,0
PTX101435,2026-03-10 19:18:27.971637,T-1906af4c92,E2059,U100544,35.78,0
PTX101436,2026-01-03 01:33:03.558469,T-4ec1f881c4,E2113,U100530,26.95,0
PTX101437,2025-12-18 16:51:08.662961,T-a3a167c156,E2031,U100014,27.14,0
PTX101438,2026-03-16 08:40:34.112101,T-05aa0ac620,E2145,U100192,154.98,0
PTX101439,2026-01-23 21:56:40.124954,T-69c6a04b26,E2102,U100215,70.56,0
PTX101440,2026-02-15 04:26:06.370874,T-31e141a516,E2051,U100013,240.35,0
PTX101441,2026-03-30 02:42:17.805465,T-cce9370d2d,E2034,U100454,108.96,0
PTX101442,2026-04-09 09:06:13.640724,T-d11949b8bf,E2080,U100367,24.02,0
PTX101443,2026-04-30 14:57:03.816068,T-7a44faa35c,E2007,U100052,14.54,0
PTX101444,2026-01-08 07:50:26.457244,T-d89ec7acb5,E2022,U100559,64.25,0
PTX101445,2025-11-12 15:38:58.522659,T-0d0a22b2e1,E2140,U100070,172.0,0
PTX101446,2026-03-16 17:13:26.738768,T-16a782e4ae,E2028,U100221,262.78,0
PTX101447,2026-04-27 02:11:07.199120,T-35da9bc6c3,E2119,U100087,16.24,0
PTX101448,2026-04-25 19:16:25.418749,T-c58cb9e7dd,E2096,U100412,350.86,0
PTX101449,2026-04-10 04:48:13.360158,T-171d75193d,E2059,U100386,35.78,0
PTX101450,2026-02-08 11:55:35.558148,T-806643d56b,E2017,U100527,17.57,0
PTX101451,2026-01-25 22:43:47.869324,T-815530afd6,E2120,U100272,203.01,0
PTX101452,2026-01-20 23:44:59.678141,T-68506ca9a4,E2115,U100076,254.46,0
PTX101453,2026-02-13 14:55:11.783487,T-a86c3aeaaf,E2083,U100168,34.58,0
PTX101454,2025-12-20 13:07:43.138987,T-d7a69564a0,E2048,U100187,187.11,0
PTX101455,2026-04-21 01:38:03.447449,T-5bfc8753c6,E2003,U100582,352.25,0
PTX101456,2026-01-15 20:28:48.577562,T-3887bb8e48,E2030,U100029,21.8,0
PTX101457,2026-03-04 05:56:18.289973,T-156bf83ae5,E2145,U100558,154.98,0
PTX101458,2026-04-03 00:30:15.723052,T-2bf8ee4914,E2024,U100580,48.89,0
PTX101459,2026-02-17 10:40:48.880265,T-e2c4db44e8,E2095,U100256,155.03,0
PTX101460,2026-01-02 03:06:12.228988,T-6d12abfc65,E2064,U100217,186.6,0
PTX101461,2025-10-23 19:22:30.464874,T-dec876de76,E2139,U100541,149.96,0
PTX101462,2026-02-05 08:12:31.370851,T-b5d355e661,E2004,U100080,236.73,0
PTX101463,2026-02-01 03:06:45.316536,T-eee56f1681,E2074,U100171,35.32,0
PTX101464,2026-02-06 03:33:15.773359,T-ea54e737e8,E2053,U100189,67.42,0
PTX101465,2026-02-13 00:03:56.199014,T-f617891da0,E2110,U100286,178.61,0
PTX101466,2026-05-12 11:08:28.670559,T-f78a64a94e,E2012,U100023,111.2,0
PTX101467,2026-03-10 15:45:02.339645,T-2eef58eddb,E2104,U100345,128.06,0
PTX101468,2026-04-01 20:26:49.137881,T-f278a8f91d,E2123,U100425,178.82,0
PTX101469,2025-12-02 14:13:39.724001,T-da12e121bb,E2049,U100393,14.69,0
PTX101470,2026-04-03 15:17:32.132459,T-a1e1a32780,E2107,U100538,289.44,0
PTX101471,2026-04-06 10:22:23.889929,T-447b808048,E2021,U100055,347.54,0
PTX101472,2025-09-22 01:26:58.779788,T-1659f96798,E2065,U100548,275.0,0
PTX101473,2025-12-31 16:20:06.868210,T-d40bd32769,E2006,U100504,30.52,0
PTX101474,2026-06-04 11:02:56.625448,T-055a69786b,E2044,U100329,96.95,0
PTX101475,2025-11-13 11:45:48.408535,T-02feea9959,E2143,U100574,11.96,0
PTX101476,2026-03-02 09:21:24.679612,T-0537edf5e4,E2081,U100214,80.64,0
PTX101477,2026-01-06 01:41:20.845148,T-a3880c8e45,E2030,U100038,21.8,0
PTX101478,2026-04-16 10:27:56.994740,T-c6b821d9c1,E2062,U100330,319.71,0
PTX101479,2026-04-15 13:35:46.766597,T-14eec6b02a,E2074,U100135,35.32,1
PTX101480,2025-10-13 22:54:59.562505,T-3f6928572a,E2019,U100130,31.31,0
PTX101481,2025-11-17 18:15:39.854714,T-ea8350ceca,E2143,U100539,11.96,0
PTX101482,2025-11-14 18:55:01.924891,T-e45a8db4dd,E2090,U100599,390.19,0
PTX101483,2026-03-03 19:05:16.518776,T-1c3a957d51,E2053,U100153,67.42,0
PTX101484,2026-06-21 23:16:20.733177,T-4010d1dd36,E2033,U100325,76.11,0
PTX101485,2026-01-31 20:05:25.516948,T-b99c272dc9,E2112,U100345,10.3,0
PTX101486,2025-12-07 04:46:02.118820,T-a4c6abbd85,E2121,U100459,11.97,0
PTX101487,2026-03-06 17:14:08.169182,T-291c55e9d6,E2024,U100357,48.89,0
PTX101488,2026-03-21 05:19:40.560811,T-bd04696514,E2066,U100124,17.22,0
PTX101489,2026-02-11 01:29:49.872651,T-bd45ed8d0c,E2031,U100058,27.14,0
PTX101490,2025-11-11 17:49:13.625541,T-953fb6e15a,E2019,U100170,31.31,0
PTX101491,2025-09-10 15:35:59.609737,T-6b34ca51ec,E2073,U100112,395.8,0
PTX101492,2025-12-24 09:45:49.254089,T-5c0eb294be,E2046,U100360,79.47,0
PTX101493,2025-10-26 04:57:57.287875,T-e69b34fa6e,E2086,U100389,90.84,0
PTX101494,2026-02-10 01:55:32.758501,T-6b57673947,E2131,U100006,55.27,0
PTX101495,2026-05-17 06:21:15.149444,T-0038b904bb,E2071,U100215,10.85,0
PTX101496,2025-12-10 05:08:40.678678,T-1affbe7be7,E2058,U100528,30.07,0
PTX101497,2026-03-10 16:48:55.649771,T-0543a9ba69,E2110,U100093,178.61,0
PTX101498,2026-02-26 11:26:12.535647,T-511c1544ab,E2113,U100385,26.95,0
PTX101499,2026-02-15 03:00:22.537864,T-a82fa3373f,E2051,U100294,240.35,0
PTX101500,2026-02-15 21:54:38.876416,T-80c3fa3131,E2040,U100251,32.45,0
PTX101501,2025-12-11 17:02:05.286324,T-252b4869c3,E2042,U100323,170.65,0
PTX101502,2025-12-10 07:44:13.775411,T-30e302f154,E2127,U100068,291.21,0
PTX101503,2026-05-03 17:42:28.106927,T-de4fd062b1,E2025,U100343,384.01,0
PTX101504,2026-01-18 22:28:10.337124,T-643b581e62,E2086,U100571,90.84,0
PTX101505,2026-02-02 08:24:40.683855,T-2ca2e94371,E2001,U100108,63.33,0
PTX101506,2025-11-02 17:49:11.501034,T-5f69d2881f,E2050,U100107,14.34,0
PTX101507,2026-01-12 16:51:45.344312,T-9d72f8dea7,E2122,U100277,129.8,0
PTX101508,2026-01-31 19:36:43.263319,T-8263ef9253,E2006,U100288,30.52,0
PTX101509,2025-12-18 02:58:01.667495,T-c4c405294e,E2054,U100545,235.15,0
PTX101510,2026-03-15 03:36:27.008591,T-bff2697bd2,E2003,U100330,352.25,0
PTX101511,2026-06-08 22:33:39.886354,T-969d779042,E2008,U100474,10.99,0
PTX101512,2026-02-08 18:31:00.056042,T-113a6bbd0c,E2070,U100097,34.74,0
PTX101513,2026-04-03 22:55:23.809226,T-8ac39f841a,E2066,U100599,17.22,0
PTX101514,2026-03-03 23:03:08.991877,T-2abd216841,E2002,U100539,133.18,0
PTX101515,2026-02-07 08:54:48.155006,T-5e447a975a,E2108,U100301,32.39,0
PTX101516,2025-12-31 06:29:35.682659,T-a20eb6ba8e,E2011,U100301,238.84,0
PTX101517,2025-11-18 18:41:40.599107,T-4e11b746e4,E2055,U100266,177.24,0
PTX101518,2025-11-07 00:33:28.146759,T-08285571ab,E2054,U100578,235.15,0
PTX101519,2026-03-12 21:22:53.428136,T-a4bc9c1739,E2004,U100350,236.73,0
